"","Date","ActiveCameras","Site","Status","MonthDay","Year","Active"
"4726",2021-06-18,7,"MS017","Active","06-18","2021","1"
"4727",2021-06-18,7,"MS021","Active","06-18","2021","1"
"4728",2021-06-18,7,"MS023","Active","06-18","2021","1"
"4729",2021-06-18,7,"MS024","Inactive","06-18","2021","0"
"4730",2021-06-18,7,"MS026","Inactive","06-18","2021","0"
"4731",2021-06-19,7,"MS001","Active","06-19","2021","1"
"4732",2021-06-19,7,"MS002","Active","06-19","2021","1"
"4733",2021-06-19,7,"MS004","Inactive","06-19","2021","0"
"4734",2021-06-19,7,"MS007","Active","06-19","2021","1"
"4735",2021-06-19,7,"MS016","Active","06-19","2021","1"
"4736",2021-06-19,7,"MS017","Active","06-19","2021","1"
"4737",2021-06-19,7,"MS021","Active","06-19","2021","1"
"4738",2021-06-19,7,"MS023","Active","06-19","2021","1"
"4739",2021-06-19,7,"MS024","Inactive","06-19","2021","0"
"4740",2021-06-19,7,"MS026","Inactive","06-19","2021","0"
"4741",2021-06-20,7,"MS001","Active","06-20","2021","1"
"4742",2021-06-20,7,"MS002","Active","06-20","2021","1"
"4743",2021-06-20,7,"MS004","Inactive","06-20","2021","0"
"4744",2021-06-20,7,"MS007","Active","06-20","2021","1"
"4745",2021-06-20,7,"MS016","Active","06-20","2021","1"
"4746",2021-06-20,7,"MS017","Active","06-20","2021","1"
"4747",2021-06-20,7,"MS021","Active","06-20","2021","1"
"4748",2021-06-20,7,"MS023","Active","06-20","2021","1"
"4749",2021-06-20,7,"MS024","Inactive","06-20","2021","0"
"4750",2021-06-20,7,"MS026","Inactive","06-20","2021","0"
"4751",2021-06-21,7,"MS001","Active","06-21","2021","1"
"4752",2021-06-21,7,"MS002","Active","06-21","2021","1"
"4753",2021-06-21,7,"MS004","Inactive","06-21","2021","0"
"4754",2021-06-21,7,"MS007","Active","06-21","2021","1"
"4755",2021-06-21,7,"MS016","Active","06-21","2021","1"
"4756",2021-06-21,7,"MS017","Active","06-21","2021","1"
"4757",2021-06-21,7,"MS021","Active","06-21","2021","1"
"4758",2021-06-21,7,"MS023","Active","06-21","2021","1"
"4759",2021-06-21,7,"MS024","Inactive","06-21","2021","0"
"4760",2021-06-21,7,"MS026","Inactive","06-21","2021","0"
"4761",2021-06-22,7,"MS001","Active","06-22","2021","1"
"4762",2021-06-22,7,"MS002","Active","06-22","2021","1"
"4763",2021-06-22,7,"MS004","Inactive","06-22","2021","0"
"4764",2021-06-22,7,"MS007","Active","06-22","2021","1"
"4765",2021-06-22,7,"MS016","Active","06-22","2021","1"
"4766",2021-06-22,7,"MS017","Active","06-22","2021","1"
"4767",2021-06-22,7,"MS021","Active","06-22","2021","1"
"4768",2021-06-22,7,"MS023","Active","06-22","2021","1"
"4769",2021-06-22,7,"MS024","Inactive","06-22","2021","0"
"4770",2021-06-22,7,"MS026","Inactive","06-22","2021","0"
"4771",2021-06-23,7,"MS001","Active","06-23","2021","1"
"4772",2021-06-23,7,"MS002","Active","06-23","2021","1"
"4773",2021-06-23,7,"MS004","Inactive","06-23","2021","0"
"4774",2021-06-23,7,"MS007","Active","06-23","2021","1"
"4775",2021-06-23,7,"MS016","Active","06-23","2021","1"
"4776",2021-06-23,7,"MS017","Active","06-23","2021","1"
"4777",2021-06-23,7,"MS021","Active","06-23","2021","1"
"4778",2021-06-23,7,"MS023","Active","06-23","2021","1"
"4779",2021-06-23,7,"MS024","Inactive","06-23","2021","0"
"4780",2021-06-23,7,"MS026","Inactive","06-23","2021","0"
"4781",2021-06-24,7,"MS001","Active","06-24","2021","1"
"4782",2021-06-24,7,"MS002","Active","06-24","2021","1"
"4783",2021-06-24,7,"MS004","Inactive","06-24","2021","0"
"4784",2021-06-24,7,"MS007","Active","06-24","2021","1"
"4785",2021-06-24,7,"MS016","Active","06-24","2021","1"
"4786",2021-06-24,7,"MS017","Active","06-24","2021","1"
"4787",2021-06-24,7,"MS021","Active","06-24","2021","1"
"4788",2021-06-24,7,"MS023","Active","06-24","2021","1"
"4789",2021-06-24,7,"MS024","Inactive","06-24","2021","0"
"4790",2021-06-24,7,"MS026","Inactive","06-24","2021","0"
"4791",2021-06-25,7,"MS001","Active","06-25","2021","1"
"4792",2021-06-25,7,"MS002","Active","06-25","2021","1"
"4793",2021-06-25,7,"MS004","Inactive","06-25","2021","0"
"4794",2021-06-25,7,"MS007","Active","06-25","2021","1"
"4795",2021-06-25,7,"MS016","Active","06-25","2021","1"
"4796",2021-06-25,7,"MS017","Active","06-25","2021","1"
"4797",2021-06-25,7,"MS021","Active","06-25","2021","1"
"4798",2021-06-25,7,"MS023","Active","06-25","2021","1"
"4799",2021-06-25,7,"MS024","Inactive","06-25","2021","0"
"4800",2021-06-25,7,"MS026","Inactive","06-25","2021","0"
"4801",2021-06-26,7,"MS001","Active","06-26","2021","1"
"4802",2021-06-26,7,"MS002","Active","06-26","2021","1"
"4803",2021-06-26,7,"MS004","Inactive","06-26","2021","0"
"4804",2021-06-26,7,"MS007","Active","06-26","2021","1"
"4805",2021-06-26,7,"MS016","Active","06-26","2021","1"
"4806",2021-06-26,7,"MS017","Active","06-26","2021","1"
"4807",2021-06-26,7,"MS021","Active","06-26","2021","1"
"4808",2021-06-26,7,"MS023","Active","06-26","2021","1"
"4809",2021-06-26,7,"MS024","Inactive","06-26","2021","0"
"4810",2021-06-26,7,"MS026","Inactive","06-26","2021","0"
"4811",2021-06-27,7,"MS001","Active","06-27","2021","1"
"4812",2021-06-27,7,"MS002","Active","06-27","2021","1"
"4813",2021-06-27,7,"MS004","Inactive","06-27","2021","0"
"4814",2021-06-27,7,"MS007","Active","06-27","2021","1"
"4815",2021-06-27,7,"MS016","Active","06-27","2021","1"
"4816",2021-06-27,7,"MS017","Active","06-27","2021","1"
"4817",2021-06-27,7,"MS021","Active","06-27","2021","1"
"4818",2021-06-27,7,"MS023","Active","06-27","2021","1"
"4819",2021-06-27,7,"MS024","Inactive","06-27","2021","0"
"4820",2021-06-27,7,"MS026","Inactive","06-27","2021","0"
"4821",2021-06-28,7,"MS001","Active","06-28","2021","1"
"4822",2021-06-28,7,"MS002","Active","06-28","2021","1"
"4823",2021-06-28,7,"MS004","Inactive","06-28","2021","0"
"4824",2021-06-28,7,"MS007","Active","06-28","2021","1"
"4825",2021-06-28,7,"MS016","Active","06-28","2021","1"
"4826",2021-06-28,7,"MS017","Active","06-28","2021","1"
"4827",2021-06-28,7,"MS021","Active","06-28","2021","1"
"4828",2021-06-28,7,"MS023","Active","06-28","2021","1"
"4829",2021-06-28,7,"MS024","Inactive","06-28","2021","0"
"4830",2021-06-28,7,"MS026","Inactive","06-28","2021","0"
"4831",2021-06-29,7,"MS001","Active","06-29","2021","1"
"4832",2021-06-29,7,"MS002","Active","06-29","2021","1"
"4833",2021-06-29,7,"MS004","Inactive","06-29","2021","0"
"4834",2021-06-29,7,"MS007","Active","06-29","2021","1"
"4835",2021-06-29,7,"MS016","Active","06-29","2021","1"
"4836",2021-06-29,7,"MS017","Active","06-29","2021","1"
"4837",2021-06-29,7,"MS021","Active","06-29","2021","1"
"4838",2021-06-29,7,"MS023","Active","06-29","2021","1"
"4839",2021-06-29,7,"MS024","Inactive","06-29","2021","0"
"4840",2021-06-29,7,"MS026","Inactive","06-29","2021","0"
"4841",2021-06-30,6,"MS001","Active","06-30","2021","1"
"4842",2021-06-30,6,"MS002","Active","06-30","2021","1"
"4843",2021-06-30,6,"MS004","Inactive","06-30","2021","0"
"4844",2021-06-30,6,"MS007","Active","06-30","2021","1"
"4845",2021-06-30,6,"MS016","Active","06-30","2021","1"
"4846",2021-06-30,6,"MS017","Inactive","06-30","2021","0"
"4847",2021-06-30,6,"MS021","Active","06-30","2021","1"
"4848",2021-06-30,6,"MS023","Active","06-30","2021","1"
"4849",2021-06-30,6,"MS024","Inactive","06-30","2021","0"
"4850",2021-06-30,6,"MS026","Inactive","06-30","2021","0"
"4851",2021-07-01,6,"MS001","Active","07-01","2021","1"
"4852",2021-07-01,6,"MS002","Active","07-01","2021","1"
"4853",2021-07-01,6,"MS004","Inactive","07-01","2021","0"
"4854",2021-07-01,6,"MS007","Active","07-01","2021","1"
"4855",2021-07-01,6,"MS016","Active","07-01","2021","1"
"4856",2021-07-01,6,"MS017","Inactive","07-01","2021","0"
"4857",2021-07-01,6,"MS021","Active","07-01","2021","1"
"4858",2021-07-01,6,"MS023","Active","07-01","2021","1"
"4859",2021-07-01,6,"MS024","Inactive","07-01","2021","0"
"4860",2021-07-01,6,"MS026","Inactive","07-01","2021","0"
"4861",2021-07-02,6,"MS001","Active","07-02","2021","1"
"4862",2021-07-02,6,"MS002","Active","07-02","2021","1"
"4863",2021-07-02,6,"MS004","Inactive","07-02","2021","0"
"4864",2021-07-02,6,"MS007","Active","07-02","2021","1"
"4865",2021-07-02,6,"MS016","Active","07-02","2021","1"
"4866",2021-07-02,6,"MS017","Inactive","07-02","2021","0"
"4867",2021-07-02,6,"MS021","Active","07-02","2021","1"
"4868",2021-07-02,6,"MS023","Active","07-02","2021","1"
"4869",2021-07-02,6,"MS024","Inactive","07-02","2021","0"
"4870",2021-07-02,6,"MS026","Inactive","07-02","2021","0"
"4871",2021-07-03,6,"MS001","Active","07-03","2021","1"
"4872",2021-07-03,6,"MS002","Active","07-03","2021","1"
"4873",2021-07-03,6,"MS004","Inactive","07-03","2021","0"
"4874",2021-07-03,6,"MS007","Active","07-03","2021","1"
"4875",2021-07-03,6,"MS016","Active","07-03","2021","1"
"4876",2021-07-03,6,"MS017","Inactive","07-03","2021","0"
"4877",2021-07-03,6,"MS021","Active","07-03","2021","1"
"4878",2021-07-03,6,"MS023","Active","07-03","2021","1"
"4879",2021-07-03,6,"MS024","Inactive","07-03","2021","0"
"4880",2021-07-03,6,"MS026","Inactive","07-03","2021","0"
"4881",2021-07-04,6,"MS001","Active","07-04","2021","1"
"4882",2021-07-04,6,"MS002","Active","07-04","2021","1"
"4883",2021-07-04,6,"MS004","Inactive","07-04","2021","0"
"4884",2021-07-04,6,"MS007","Active","07-04","2021","1"
"4885",2021-07-04,6,"MS016","Active","07-04","2021","1"
"4886",2021-07-04,6,"MS017","Inactive","07-04","2021","0"
"4887",2021-07-04,6,"MS021","Active","07-04","2021","1"
"4888",2021-07-04,6,"MS023","Active","07-04","2021","1"
"4889",2021-07-04,6,"MS024","Inactive","07-04","2021","0"
"4890",2021-07-04,6,"MS026","Inactive","07-04","2021","0"
"4891",2021-07-05,6,"MS001","Active","07-05","2021","1"
"4892",2021-07-05,6,"MS002","Active","07-05","2021","1"
"4893",2021-07-05,6,"MS004","Inactive","07-05","2021","0"
"4894",2021-07-05,6,"MS007","Active","07-05","2021","1"
"4895",2021-07-05,6,"MS016","Active","07-05","2021","1"
"4896",2021-07-05,6,"MS017","Inactive","07-05","2021","0"
"4897",2021-07-05,6,"MS021","Active","07-05","2021","1"
"4898",2021-07-05,6,"MS023","Active","07-05","2021","1"
"4899",2021-07-05,6,"MS024","Inactive","07-05","2021","0"
"4900",2021-07-05,6,"MS026","Inactive","07-05","2021","0"
"4901",2021-07-06,6,"MS001","Active","07-06","2021","1"
"4902",2021-07-06,6,"MS002","Active","07-06","2021","1"
"4903",2021-07-06,6,"MS004","Inactive","07-06","2021","0"
"4904",2021-07-06,6,"MS007","Active","07-06","2021","1"
"4905",2021-07-06,6,"MS016","Active","07-06","2021","1"
"4906",2021-07-06,6,"MS017","Inactive","07-06","2021","0"
"4907",2021-07-06,6,"MS021","Active","07-06","2021","1"
"4908",2021-07-06,6,"MS023","Active","07-06","2021","1"
"4909",2021-07-06,6,"MS024","Inactive","07-06","2021","0"
"4910",2021-07-06,6,"MS026","Inactive","07-06","2021","0"
"4911",2021-07-07,6,"MS001","Active","07-07","2021","1"
"4912",2021-07-07,6,"MS002","Active","07-07","2021","1"
"4913",2021-07-07,6,"MS004","Inactive","07-07","2021","0"
"4914",2021-07-07,6,"MS007","Active","07-07","2021","1"
"4915",2021-07-07,6,"MS016","Active","07-07","2021","1"
"4916",2021-07-07,6,"MS017","Inactive","07-07","2021","0"
"4917",2021-07-07,6,"MS021","Active","07-07","2021","1"
"4918",2021-07-07,6,"MS023","Active","07-07","2021","1"
"4919",2021-07-07,6,"MS024","Inactive","07-07","2021","0"
"4920",2021-07-07,6,"MS026","Inactive","07-07","2021","0"
"4921",2021-07-08,6,"MS001","Active","07-08","2021","1"
"4922",2021-07-08,6,"MS002","Active","07-08","2021","1"
"4923",2021-07-08,6,"MS004","Inactive","07-08","2021","0"
"4924",2021-07-08,6,"MS007","Active","07-08","2021","1"
"4925",2021-07-08,6,"MS016","Active","07-08","2021","1"
"4926",2021-07-08,6,"MS017","Inactive","07-08","2021","0"
"4927",2021-07-08,6,"MS021","Active","07-08","2021","1"
"4928",2021-07-08,6,"MS023","Active","07-08","2021","1"
"4929",2021-07-08,6,"MS024","Inactive","07-08","2021","0"
"4930",2021-07-08,6,"MS026","Inactive","07-08","2021","0"
"4931",2021-07-09,6,"MS001","Active","07-09","2021","1"
"4932",2021-07-09,6,"MS002","Active","07-09","2021","1"
"4933",2021-07-09,6,"MS004","Inactive","07-09","2021","0"
"4934",2021-07-09,6,"MS007","Active","07-09","2021","1"
"4935",2021-07-09,6,"MS016","Active","07-09","2021","1"
"4936",2021-07-09,6,"MS017","Inactive","07-09","2021","0"
"4937",2021-07-09,6,"MS021","Active","07-09","2021","1"
"4938",2021-07-09,6,"MS023","Active","07-09","2021","1"
"4939",2021-07-09,6,"MS024","Inactive","07-09","2021","0"
"4940",2021-07-09,6,"MS026","Inactive","07-09","2021","0"
"4941",2021-07-10,6,"MS001","Active","07-10","2021","1"
"4942",2021-07-10,6,"MS002","Active","07-10","2021","1"
"4943",2021-07-10,6,"MS004","Inactive","07-10","2021","0"
"4944",2021-07-10,6,"MS007","Active","07-10","2021","1"
"4945",2021-07-10,6,"MS016","Active","07-10","2021","1"
"4946",2021-07-10,6,"MS017","Inactive","07-10","2021","0"
"4947",2021-07-10,6,"MS021","Active","07-10","2021","1"
"4948",2021-07-10,6,"MS023","Active","07-10","2021","1"
"4949",2021-07-10,6,"MS024","Inactive","07-10","2021","0"
"4950",2021-07-10,6,"MS026","Inactive","07-10","2021","0"
"4951",2021-07-11,6,"MS001","Active","07-11","2021","1"
"4952",2021-07-11,6,"MS002","Active","07-11","2021","1"
"4953",2021-07-11,6,"MS004","Inactive","07-11","2021","0"
"4954",2021-07-11,6,"MS007","Active","07-11","2021","1"
"4955",2021-07-11,6,"MS016","Active","07-11","2021","1"
"4956",2021-07-11,6,"MS017","Inactive","07-11","2021","0"
"4957",2021-07-11,6,"MS021","Active","07-11","2021","1"
"4958",2021-07-11,6,"MS023","Active","07-11","2021","1"
"4959",2021-07-11,6,"MS024","Inactive","07-11","2021","0"
"4960",2021-07-11,6,"MS026","Inactive","07-11","2021","0"
"4961",2021-07-12,6,"MS001","Active","07-12","2021","1"
"4962",2021-07-12,6,"MS002","Active","07-12","2021","1"
"4963",2021-07-12,6,"MS004","Inactive","07-12","2021","0"
"4964",2021-07-12,6,"MS007","Active","07-12","2021","1"
"4965",2021-07-12,6,"MS016","Active","07-12","2021","1"
"4966",2021-07-12,6,"MS017","Inactive","07-12","2021","0"
"4967",2021-07-12,6,"MS021","Active","07-12","2021","1"
"4968",2021-07-12,6,"MS023","Active","07-12","2021","1"
"4969",2021-07-12,6,"MS024","Inactive","07-12","2021","0"
"4970",2021-07-12,6,"MS026","Inactive","07-12","2021","0"
"4971",2021-07-13,6,"MS001","Active","07-13","2021","1"
"4972",2021-07-13,6,"MS002","Active","07-13","2021","1"
"4973",2021-07-13,6,"MS004","Inactive","07-13","2021","0"
"4974",2021-07-13,6,"MS007","Active","07-13","2021","1"
"4975",2021-07-13,6,"MS016","Active","07-13","2021","1"
"4976",2021-07-13,6,"MS017","Inactive","07-13","2021","0"
"4977",2021-07-13,6,"MS021","Active","07-13","2021","1"
"4978",2021-07-13,6,"MS023","Active","07-13","2021","1"
"4979",2021-07-13,6,"MS024","Inactive","07-13","2021","0"
"4980",2021-07-13,6,"MS026","Inactive","07-13","2021","0"
"4981",2021-07-14,6,"MS001","Active","07-14","2021","1"
"4982",2021-07-14,6,"MS002","Active","07-14","2021","1"
"4983",2021-07-14,6,"MS004","Inactive","07-14","2021","0"
"4984",2021-07-14,6,"MS007","Active","07-14","2021","1"
"4985",2021-07-14,6,"MS016","Active","07-14","2021","1"
"4986",2021-07-14,6,"MS017","Inactive","07-14","2021","0"
"4987",2021-07-14,6,"MS021","Active","07-14","2021","1"
"4988",2021-07-14,6,"MS023","Active","07-14","2021","1"
"4989",2021-07-14,6,"MS024","Inactive","07-14","2021","0"
"4990",2021-07-14,6,"MS026","Inactive","07-14","2021","0"
"4991",2021-07-15,6,"MS001","Active","07-15","2021","1"
"4992",2021-07-15,6,"MS002","Active","07-15","2021","1"
"4993",2021-07-15,6,"MS004","Inactive","07-15","2021","0"
"4994",2021-07-15,6,"MS007","Active","07-15","2021","1"
"4995",2021-07-15,6,"MS016","Active","07-15","2021","1"
"4996",2021-07-15,6,"MS017","Inactive","07-15","2021","0"
"4997",2021-07-15,6,"MS021","Active","07-15","2021","1"
"4998",2021-07-15,6,"MS023","Active","07-15","2021","1"
"4999",2021-07-15,6,"MS024","Inactive","07-15","2021","0"
"5000",2021-07-15,6,"MS026","Inactive","07-15","2021","0"
"5001",2021-07-16,6,"MS001","Active","07-16","2021","1"
"5002",2021-07-16,6,"MS002","Active","07-16","2021","1"
"5003",2021-07-16,6,"MS004","Inactive","07-16","2021","0"
"5004",2021-07-16,6,"MS007","Active","07-16","2021","1"
"5005",2021-07-16,6,"MS016","Active","07-16","2021","1"
"5006",2021-07-16,6,"MS017","Inactive","07-16","2021","0"
"5007",2021-07-16,6,"MS021","Active","07-16","2021","1"
"5008",2021-07-16,6,"MS023","Active","07-16","2021","1"
"5009",2021-07-16,6,"MS024","Inactive","07-16","2021","0"
"5010",2021-07-16,6,"MS026","Inactive","07-16","2021","0"
"5011",2021-07-17,6,"MS001","Active","07-17","2021","1"
"5012",2021-07-17,6,"MS002","Active","07-17","2021","1"
"5013",2021-07-17,6,"MS004","Inactive","07-17","2021","0"
"5014",2021-07-17,6,"MS007","Active","07-17","2021","1"
"5015",2021-07-17,6,"MS016","Active","07-17","2021","1"
"5016",2021-07-17,6,"MS017","Inactive","07-17","2021","0"
"5017",2021-07-17,6,"MS021","Active","07-17","2021","1"
"5018",2021-07-17,6,"MS023","Active","07-17","2021","1"
"5019",2021-07-17,6,"MS024","Inactive","07-17","2021","0"
"5020",2021-07-17,6,"MS026","Inactive","07-17","2021","0"
"5021",2021-07-18,6,"MS001","Active","07-18","2021","1"
"5022",2021-07-18,6,"MS002","Active","07-18","2021","1"
"5023",2021-07-18,6,"MS004","Inactive","07-18","2021","0"
"5024",2021-07-18,6,"MS007","Active","07-18","2021","1"
"5025",2021-07-18,6,"MS016","Active","07-18","2021","1"
"5026",2021-07-18,6,"MS017","Inactive","07-18","2021","0"
"5027",2021-07-18,6,"MS021","Active","07-18","2021","1"
"5028",2021-07-18,6,"MS023","Active","07-18","2021","1"
"5029",2021-07-18,6,"MS024","Inactive","07-18","2021","0"
"5030",2021-07-18,6,"MS026","Inactive","07-18","2021","0"
"5031",2021-07-19,6,"MS001","Active","07-19","2021","1"
"5032",2021-07-19,6,"MS002","Active","07-19","2021","1"
"5033",2021-07-19,6,"MS004","Inactive","07-19","2021","0"
"5034",2021-07-19,6,"MS007","Active","07-19","2021","1"
"5035",2021-07-19,6,"MS016","Active","07-19","2021","1"
"5036",2021-07-19,6,"MS017","Inactive","07-19","2021","0"
"5037",2021-07-19,6,"MS021","Active","07-19","2021","1"
"5038",2021-07-19,6,"MS023","Active","07-19","2021","1"
"5039",2021-07-19,6,"MS024","Inactive","07-19","2021","0"
"5040",2021-07-19,6,"MS026","Inactive","07-19","2021","0"
"5041",2021-07-20,6,"MS001","Active","07-20","2021","1"
"5042",2021-07-20,6,"MS002","Active","07-20","2021","1"
"5043",2021-07-20,6,"MS004","Inactive","07-20","2021","0"
"5044",2021-07-20,6,"MS007","Active","07-20","2021","1"
"5045",2021-07-20,6,"MS016","Active","07-20","2021","1"
"5046",2021-07-20,6,"MS017","Inactive","07-20","2021","0"
"5047",2021-07-20,6,"MS021","Active","07-20","2021","1"
"5048",2021-07-20,6,"MS023","Active","07-20","2021","1"
"5049",2021-07-20,6,"MS024","Inactive","07-20","2021","0"
"5050",2021-07-20,6,"MS026","Inactive","07-20","2021","0"
"5051",2021-07-21,6,"MS001","Active","07-21","2021","1"
"5052",2021-07-21,6,"MS002","Active","07-21","2021","1"
"5053",2021-07-21,6,"MS004","Inactive","07-21","2021","0"
"5054",2021-07-21,6,"MS007","Active","07-21","2021","1"
"5055",2021-07-21,6,"MS016","Active","07-21","2021","1"
"5056",2021-07-21,6,"MS017","Inactive","07-21","2021","0"
"5057",2021-07-21,6,"MS021","Active","07-21","2021","1"
"5058",2021-07-21,6,"MS023","Active","07-21","2021","1"
"5059",2021-07-21,6,"MS024","Inactive","07-21","2021","0"
"5060",2021-07-21,6,"MS026","Inactive","07-21","2021","0"
"5061",2021-07-22,6,"MS001","Active","07-22","2021","1"
"5062",2021-07-22,6,"MS002","Active","07-22","2021","1"
"5063",2021-07-22,6,"MS004","Inactive","07-22","2021","0"
"5064",2021-07-22,6,"MS007","Active","07-22","2021","1"
"5065",2021-07-22,6,"MS016","Active","07-22","2021","1"
"5066",2021-07-22,6,"MS017","Inactive","07-22","2021","0"
"5067",2021-07-22,6,"MS021","Active","07-22","2021","1"
"5068",2021-07-22,6,"MS023","Active","07-22","2021","1"
"5069",2021-07-22,6,"MS024","Inactive","07-22","2021","0"
"5070",2021-07-22,6,"MS026","Inactive","07-22","2021","0"
"5071",2021-07-23,6,"MS001","Active","07-23","2021","1"
"5072",2021-07-23,6,"MS002","Active","07-23","2021","1"
"5073",2021-07-23,6,"MS004","Inactive","07-23","2021","0"
"5074",2021-07-23,6,"MS007","Active","07-23","2021","1"
"5075",2021-07-23,6,"MS016","Active","07-23","2021","1"
"5076",2021-07-23,6,"MS017","Inactive","07-23","2021","0"
"5077",2021-07-23,6,"MS021","Active","07-23","2021","1"
"5078",2021-07-23,6,"MS023","Active","07-23","2021","1"
"5079",2021-07-23,6,"MS024","Inactive","07-23","2021","0"
"5080",2021-07-23,6,"MS026","Inactive","07-23","2021","0"
"5081",2021-07-24,6,"MS001","Active","07-24","2021","1"
"5082",2021-07-24,6,"MS002","Active","07-24","2021","1"
"5083",2021-07-24,6,"MS004","Inactive","07-24","2021","0"
"5084",2021-07-24,6,"MS007","Active","07-24","2021","1"
"5085",2021-07-24,6,"MS016","Active","07-24","2021","1"
"5086",2021-07-24,6,"MS017","Inactive","07-24","2021","0"
"5087",2021-07-24,6,"MS021","Active","07-24","2021","1"
"5088",2021-07-24,6,"MS023","Active","07-24","2021","1"
"5089",2021-07-24,6,"MS024","Inactive","07-24","2021","0"
"5090",2021-07-24,6,"MS026","Inactive","07-24","2021","0"
"5091",2021-07-25,6,"MS001","Active","07-25","2021","1"
"5092",2021-07-25,6,"MS002","Active","07-25","2021","1"
"5093",2021-07-25,6,"MS004","Inactive","07-25","2021","0"
"5094",2021-07-25,6,"MS007","Active","07-25","2021","1"
"5095",2021-07-25,6,"MS016","Active","07-25","2021","1"
"5096",2021-07-25,6,"MS017","Inactive","07-25","2021","0"
"5097",2021-07-25,6,"MS021","Active","07-25","2021","1"
"5098",2021-07-25,6,"MS023","Active","07-25","2021","1"
"5099",2021-07-25,6,"MS024","Inactive","07-25","2021","0"
"5100",2021-07-25,6,"MS026","Inactive","07-25","2021","0"
"5101",2021-07-26,6,"MS001","Active","07-26","2021","1"
"5102",2021-07-26,6,"MS002","Active","07-26","2021","1"
"5103",2021-07-26,6,"MS004","Inactive","07-26","2021","0"
"5104",2021-07-26,6,"MS007","Active","07-26","2021","1"
"5105",2021-07-26,6,"MS016","Active","07-26","2021","1"
"5106",2021-07-26,6,"MS017","Inactive","07-26","2021","0"
"5107",2021-07-26,6,"MS021","Active","07-26","2021","1"
"5108",2021-07-26,6,"MS023","Active","07-26","2021","1"
"5109",2021-07-26,6,"MS024","Inactive","07-26","2021","0"
"5110",2021-07-26,6,"MS026","Inactive","07-26","2021","0"
"5111",2021-07-27,6,"MS001","Active","07-27","2021","1"
"5112",2021-07-27,6,"MS002","Active","07-27","2021","1"
"5113",2021-07-27,6,"MS004","Inactive","07-27","2021","0"
"5114",2021-07-27,6,"MS007","Active","07-27","2021","1"
"5115",2021-07-27,6,"MS016","Active","07-27","2021","1"
"5116",2021-07-27,6,"MS017","Inactive","07-27","2021","0"
"5117",2021-07-27,6,"MS021","Active","07-27","2021","1"
"5118",2021-07-27,6,"MS023","Active","07-27","2021","1"
"5119",2021-07-27,6,"MS024","Inactive","07-27","2021","0"
"5120",2021-07-27,6,"MS026","Inactive","07-27","2021","0"
"5121",2021-07-28,6,"MS001","Active","07-28","2021","1"
"5122",2021-07-28,6,"MS002","Active","07-28","2021","1"
"5123",2021-07-28,6,"MS004","Inactive","07-28","2021","0"
"5124",2021-07-28,6,"MS007","Active","07-28","2021","1"
"5125",2021-07-28,6,"MS016","Active","07-28","2021","1"
"5126",2021-07-28,6,"MS017","Inactive","07-28","2021","0"
"5127",2021-07-28,6,"MS021","Active","07-28","2021","1"
"5128",2021-07-28,6,"MS023","Active","07-28","2021","1"
"5129",2021-07-28,6,"MS024","Inactive","07-28","2021","0"
"5130",2021-07-28,6,"MS026","Inactive","07-28","2021","0"
"5131",2021-07-29,6,"MS001","Active","07-29","2021","1"
"5132",2021-07-29,6,"MS002","Active","07-29","2021","1"
"5133",2021-07-29,6,"MS004","Inactive","07-29","2021","0"
"5134",2021-07-29,6,"MS007","Active","07-29","2021","1"
"5135",2021-07-29,6,"MS016","Active","07-29","2021","1"
"5136",2021-07-29,6,"MS017","Inactive","07-29","2021","0"
"5137",2021-07-29,6,"MS021","Active","07-29","2021","1"
"5138",2021-07-29,6,"MS023","Active","07-29","2021","1"
"5139",2021-07-29,6,"MS024","Inactive","07-29","2021","0"
"5140",2021-07-29,6,"MS026","Inactive","07-29","2021","0"
"5141",2021-07-30,6,"MS001","Active","07-30","2021","1"
"5142",2021-07-30,6,"MS002","Active","07-30","2021","1"
"5143",2021-07-30,6,"MS004","Inactive","07-30","2021","0"
"5144",2021-07-30,6,"MS007","Active","07-30","2021","1"
"5145",2021-07-30,6,"MS016","Active","07-30","2021","1"
"5146",2021-07-30,6,"MS017","Inactive","07-30","2021","0"
"5147",2021-07-30,6,"MS021","Active","07-30","2021","1"
"5148",2021-07-30,6,"MS023","Active","07-30","2021","1"
"5149",2021-07-30,6,"MS024","Inactive","07-30","2021","0"
"5150",2021-07-30,6,"MS026","Inactive","07-30","2021","0"
"5151",2021-07-31,6,"MS001","Active","07-31","2021","1"
"5152",2021-07-31,6,"MS002","Active","07-31","2021","1"
"5153",2021-07-31,6,"MS004","Inactive","07-31","2021","0"
"5154",2021-07-31,6,"MS007","Active","07-31","2021","1"
"5155",2021-07-31,6,"MS016","Active","07-31","2021","1"
"5156",2021-07-31,6,"MS017","Inactive","07-31","2021","0"
"5157",2021-07-31,6,"MS021","Active","07-31","2021","1"
"5158",2021-07-31,6,"MS023","Active","07-31","2021","1"
"5159",2021-07-31,6,"MS024","Inactive","07-31","2021","0"
"5160",2021-07-31,6,"MS026","Inactive","07-31","2021","0"
"5161",2021-08-01,6,"MS001","Active","08-01","2021","1"
"5162",2021-08-01,6,"MS002","Active","08-01","2021","1"
"5163",2021-08-01,6,"MS004","Inactive","08-01","2021","0"
"5164",2021-08-01,6,"MS007","Active","08-01","2021","1"
"5165",2021-08-01,6,"MS016","Active","08-01","2021","1"
