"","Date","ActiveCameras","Site","Status","MonthDay","Year","Active"
"2336",2020-10-22,2,"MS017","Inactive","10-22","2020","0"
"2337",2020-10-22,2,"MS021","Inactive","10-22","2020","0"
"2338",2020-10-22,2,"MS023","Inactive","10-22","2020","0"
"2339",2020-10-22,2,"MS024","Inactive","10-22","2020","0"
"2340",2020-10-22,2,"MS026","Inactive","10-22","2020","0"
"2341",2020-10-23,2,"MS001","Active","10-23","2020","1"
"2342",2020-10-23,2,"MS002","Inactive","10-23","2020","0"
"2343",2020-10-23,2,"MS004","Inactive","10-23","2020","0"
"2344",2020-10-23,2,"MS007","Active","10-23","2020","1"
"2345",2020-10-23,2,"MS016","Inactive","10-23","2020","0"
"2346",2020-10-23,2,"MS017","Inactive","10-23","2020","0"
"2347",2020-10-23,2,"MS021","Inactive","10-23","2020","0"
"2348",2020-10-23,2,"MS023","Inactive","10-23","2020","0"
"2349",2020-10-23,2,"MS024","Inactive","10-23","2020","0"
"2350",2020-10-23,2,"MS026","Inactive","10-23","2020","0"
"2351",2020-10-24,2,"MS001","Active","10-24","2020","1"
"2352",2020-10-24,2,"MS002","Inactive","10-24","2020","0"
"2353",2020-10-24,2,"MS004","Inactive","10-24","2020","0"
"2354",2020-10-24,2,"MS007","Active","10-24","2020","1"
"2355",2020-10-24,2,"MS016","Inactive","10-24","2020","0"
"2356",2020-10-24,2,"MS017","Inactive","10-24","2020","0"
"2357",2020-10-24,2,"MS021","Inactive","10-24","2020","0"
"2358",2020-10-24,2,"MS023","Inactive","10-24","2020","0"
"2359",2020-10-24,2,"MS024","Inactive","10-24","2020","0"
"2360",2020-10-24,2,"MS026","Inactive","10-24","2020","0"
"2361",2020-10-25,2,"MS001","Active","10-25","2020","1"
"2362",2020-10-25,2,"MS002","Inactive","10-25","2020","0"
"2363",2020-10-25,2,"MS004","Inactive","10-25","2020","0"
"2364",2020-10-25,2,"MS007","Active","10-25","2020","1"
"2365",2020-10-25,2,"MS016","Inactive","10-25","2020","0"
"2366",2020-10-25,2,"MS017","Inactive","10-25","2020","0"
"2367",2020-10-25,2,"MS021","Inactive","10-25","2020","0"
"2368",2020-10-25,2,"MS023","Inactive","10-25","2020","0"
"2369",2020-10-25,2,"MS024","Inactive","10-25","2020","0"
"2370",2020-10-25,2,"MS026","Inactive","10-25","2020","0"
"2371",2020-10-26,2,"MS001","Active","10-26","2020","1"
"2372",2020-10-26,2,"MS002","Inactive","10-26","2020","0"
"2373",2020-10-26,2,"MS004","Inactive","10-26","2020","0"
"2374",2020-10-26,2,"MS007","Active","10-26","2020","1"
"2375",2020-10-26,2,"MS016","Inactive","10-26","2020","0"
"2376",2020-10-26,2,"MS017","Inactive","10-26","2020","0"
"2377",2020-10-26,2,"MS021","Inactive","10-26","2020","0"
"2378",2020-10-26,2,"MS023","Inactive","10-26","2020","0"
"2379",2020-10-26,2,"MS024","Inactive","10-26","2020","0"
"2380",2020-10-26,2,"MS026","Inactive","10-26","2020","0"
"2381",2020-10-27,3,"MS001","Active","10-27","2020","1"
"2382",2020-10-27,3,"MS002","Inactive","10-27","2020","0"
"2383",2020-10-27,3,"MS004","Active","10-27","2020","1"
"2384",2020-10-27,3,"MS007","Active","10-27","2020","1"
"2385",2020-10-27,3,"MS016","Inactive","10-27","2020","0"
"2386",2020-10-27,3,"MS017","Inactive","10-27","2020","0"
"2387",2020-10-27,3,"MS021","Inactive","10-27","2020","0"
"2388",2020-10-27,3,"MS023","Inactive","10-27","2020","0"
"2389",2020-10-27,3,"MS024","Inactive","10-27","2020","0"
"2390",2020-10-27,3,"MS026","Inactive","10-27","2020","0"
"2391",2020-10-28,3,"MS001","Active","10-28","2020","1"
"2392",2020-10-28,3,"MS002","Inactive","10-28","2020","0"
"2393",2020-10-28,3,"MS004","Active","10-28","2020","1"
"2394",2020-10-28,3,"MS007","Active","10-28","2020","1"
"2395",2020-10-28,3,"MS016","Inactive","10-28","2020","0"
"2396",2020-10-28,3,"MS017","Inactive","10-28","2020","0"
"2397",2020-10-28,3,"MS021","Inactive","10-28","2020","0"
"2398",2020-10-28,3,"MS023","Inactive","10-28","2020","0"
"2399",2020-10-28,3,"MS024","Inactive","10-28","2020","0"
"2400",2020-10-28,3,"MS026","Inactive","10-28","2020","0"
"2401",2020-10-29,3,"MS001","Active","10-29","2020","1"
"2402",2020-10-29,3,"MS002","Inactive","10-29","2020","0"
"2403",2020-10-29,3,"MS004","Active","10-29","2020","1"
"2404",2020-10-29,3,"MS007","Active","10-29","2020","1"
"2405",2020-10-29,3,"MS016","Inactive","10-29","2020","0"
"2406",2020-10-29,3,"MS017","Inactive","10-29","2020","0"
"2407",2020-10-29,3,"MS021","Inactive","10-29","2020","0"
"2408",2020-10-29,3,"MS023","Inactive","10-29","2020","0"
"2409",2020-10-29,3,"MS024","Inactive","10-29","2020","0"
"2410",2020-10-29,3,"MS026","Inactive","10-29","2020","0"
"2411",2020-10-30,3,"MS001","Active","10-30","2020","1"
"2412",2020-10-30,3,"MS002","Inactive","10-30","2020","0"
"2413",2020-10-30,3,"MS004","Active","10-30","2020","1"
"2414",2020-10-30,3,"MS007","Active","10-30","2020","1"
"2415",2020-10-30,3,"MS016","Inactive","10-30","2020","0"
"2416",2020-10-30,3,"MS017","Inactive","10-30","2020","0"
"2417",2020-10-30,3,"MS021","Inactive","10-30","2020","0"
"2418",2020-10-30,3,"MS023","Inactive","10-30","2020","0"
"2419",2020-10-30,3,"MS024","Inactive","10-30","2020","0"
"2420",2020-10-30,3,"MS026","Inactive","10-30","2020","0"
"2421",2020-10-31,3,"MS001","Active","10-31","2020","1"
"2422",2020-10-31,3,"MS002","Inactive","10-31","2020","0"
"2423",2020-10-31,3,"MS004","Active","10-31","2020","1"
"2424",2020-10-31,3,"MS007","Active","10-31","2020","1"
"2425",2020-10-31,3,"MS016","Inactive","10-31","2020","0"
"2426",2020-10-31,3,"MS017","Inactive","10-31","2020","0"
"2427",2020-10-31,3,"MS021","Inactive","10-31","2020","0"
"2428",2020-10-31,3,"MS023","Inactive","10-31","2020","0"
"2429",2020-10-31,3,"MS024","Inactive","10-31","2020","0"
"2430",2020-10-31,3,"MS026","Inactive","10-31","2020","0"
"2431",2020-11-01,3,"MS001","Active","11-01","2020","1"
"2432",2020-11-01,3,"MS002","Inactive","11-01","2020","0"
"2433",2020-11-01,3,"MS004","Active","11-01","2020","1"
"2434",2020-11-01,3,"MS007","Active","11-01","2020","1"
"2435",2020-11-01,3,"MS016","Inactive","11-01","2020","0"
"2436",2020-11-01,3,"MS017","Inactive","11-01","2020","0"
"2437",2020-11-01,3,"MS021","Inactive","11-01","2020","0"
"2438",2020-11-01,3,"MS023","Inactive","11-01","2020","0"
"2439",2020-11-01,3,"MS024","Inactive","11-01","2020","0"
"2440",2020-11-01,3,"MS026","Inactive","11-01","2020","0"
"2441",2020-11-02,3,"MS001","Active","11-02","2020","1"
"2442",2020-11-02,3,"MS002","Inactive","11-02","2020","0"
"2443",2020-11-02,3,"MS004","Active","11-02","2020","1"
"2444",2020-11-02,3,"MS007","Active","11-02","2020","1"
"2445",2020-11-02,3,"MS016","Inactive","11-02","2020","0"
"2446",2020-11-02,3,"MS017","Inactive","11-02","2020","0"
"2447",2020-11-02,3,"MS021","Inactive","11-02","2020","0"
"2448",2020-11-02,3,"MS023","Inactive","11-02","2020","0"
"2449",2020-11-02,3,"MS024","Inactive","11-02","2020","0"
"2450",2020-11-02,3,"MS026","Inactive","11-02","2020","0"
"2451",2020-11-03,3,"MS001","Active","11-03","2020","1"
"2452",2020-11-03,3,"MS002","Inactive","11-03","2020","0"
"2453",2020-11-03,3,"MS004","Active","11-03","2020","1"
"2454",2020-11-03,3,"MS007","Active","11-03","2020","1"
"2455",2020-11-03,3,"MS016","Inactive","11-03","2020","0"
"2456",2020-11-03,3,"MS017","Inactive","11-03","2020","0"
"2457",2020-11-03,3,"MS021","Inactive","11-03","2020","0"
"2458",2020-11-03,3,"MS023","Inactive","11-03","2020","0"
"2459",2020-11-03,3,"MS024","Inactive","11-03","2020","0"
"2460",2020-11-03,3,"MS026","Inactive","11-03","2020","0"
"2461",2020-11-04,3,"MS001","Active","11-04","2020","1"
"2462",2020-11-04,3,"MS002","Inactive","11-04","2020","0"
"2463",2020-11-04,3,"MS004","Active","11-04","2020","1"
"2464",2020-11-04,3,"MS007","Active","11-04","2020","1"
"2465",2020-11-04,3,"MS016","Inactive","11-04","2020","0"
"2466",2020-11-04,3,"MS017","Inactive","11-04","2020","0"
"2467",2020-11-04,3,"MS021","Inactive","11-04","2020","0"
"2468",2020-11-04,3,"MS023","Inactive","11-04","2020","0"
"2469",2020-11-04,3,"MS024","Inactive","11-04","2020","0"
"2470",2020-11-04,3,"MS026","Inactive","11-04","2020","0"
"2471",2020-11-05,3,"MS001","Active","11-05","2020","1"
"2472",2020-11-05,3,"MS002","Inactive","11-05","2020","0"
"2473",2020-11-05,3,"MS004","Active","11-05","2020","1"
"2474",2020-11-05,3,"MS007","Active","11-05","2020","1"
"2475",2020-11-05,3,"MS016","Inactive","11-05","2020","0"
"2476",2020-11-05,3,"MS017","Inactive","11-05","2020","0"
"2477",2020-11-05,3,"MS021","Inactive","11-05","2020","0"
"2478",2020-11-05,3,"MS023","Inactive","11-05","2020","0"
"2479",2020-11-05,3,"MS024","Inactive","11-05","2020","0"
"2480",2020-11-05,3,"MS026","Inactive","11-05","2020","0"
"2481",2020-11-06,3,"MS001","Active","11-06","2020","1"
"2482",2020-11-06,3,"MS002","Inactive","11-06","2020","0"
"2483",2020-11-06,3,"MS004","Active","11-06","2020","1"
"2484",2020-11-06,3,"MS007","Active","11-06","2020","1"
"2485",2020-11-06,3,"MS016","Inactive","11-06","2020","0"
"2486",2020-11-06,3,"MS017","Inactive","11-06","2020","0"
"2487",2020-11-06,3,"MS021","Inactive","11-06","2020","0"
"2488",2020-11-06,3,"MS023","Inactive","11-06","2020","0"
"2489",2020-11-06,3,"MS024","Inactive","11-06","2020","0"
"2490",2020-11-06,3,"MS026","Inactive","11-06","2020","0"
"2491",2020-11-07,3,"MS001","Active","11-07","2020","1"
"2492",2020-11-07,3,"MS002","Inactive","11-07","2020","0"
"2493",2020-11-07,3,"MS004","Active","11-07","2020","1"
"2494",2020-11-07,3,"MS007","Active","11-07","2020","1"
"2495",2020-11-07,3,"MS016","Inactive","11-07","2020","0"
"2496",2020-11-07,3,"MS017","Inactive","11-07","2020","0"
"2497",2020-11-07,3,"MS021","Inactive","11-07","2020","0"
"2498",2020-11-07,3,"MS023","Inactive","11-07","2020","0"
"2499",2020-11-07,3,"MS024","Inactive","11-07","2020","0"
"2500",2020-11-07,3,"MS026","Inactive","11-07","2020","0"
"2501",2020-11-08,3,"MS001","Active","11-08","2020","1"
"2502",2020-11-08,3,"MS002","Inactive","11-08","2020","0"
"2503",2020-11-08,3,"MS004","Active","11-08","2020","1"
"2504",2020-11-08,3,"MS007","Active","11-08","2020","1"
"2505",2020-11-08,3,"MS016","Inactive","11-08","2020","0"
"2506",2020-11-08,3,"MS017","Inactive","11-08","2020","0"
"2507",2020-11-08,3,"MS021","Inactive","11-08","2020","0"
"2508",2020-11-08,3,"MS023","Inactive","11-08","2020","0"
"2509",2020-11-08,3,"MS024","Inactive","11-08","2020","0"
"2510",2020-11-08,3,"MS026","Inactive","11-08","2020","0"
"2511",2020-11-09,3,"MS001","Active","11-09","2020","1"
"2512",2020-11-09,3,"MS002","Inactive","11-09","2020","0"
"2513",2020-11-09,3,"MS004","Active","11-09","2020","1"
"2514",2020-11-09,3,"MS007","Active","11-09","2020","1"
"2515",2020-11-09,3,"MS016","Inactive","11-09","2020","0"
"2516",2020-11-09,3,"MS017","Inactive","11-09","2020","0"
"2517",2020-11-09,3,"MS021","Inactive","11-09","2020","0"
"2518",2020-11-09,3,"MS023","Inactive","11-09","2020","0"
"2519",2020-11-09,3,"MS024","Inactive","11-09","2020","0"
"2520",2020-11-09,3,"MS026","Inactive","11-09","2020","0"
"2521",2020-11-10,3,"MS001","Active","11-10","2020","1"
"2522",2020-11-10,3,"MS002","Inactive","11-10","2020","0"
"2523",2020-11-10,3,"MS004","Active","11-10","2020","1"
"2524",2020-11-10,3,"MS007","Active","11-10","2020","1"
"2525",2020-11-10,3,"MS016","Inactive","11-10","2020","0"
"2526",2020-11-10,3,"MS017","Inactive","11-10","2020","0"
"2527",2020-11-10,3,"MS021","Inactive","11-10","2020","0"
"2528",2020-11-10,3,"MS023","Inactive","11-10","2020","0"
"2529",2020-11-10,3,"MS024","Inactive","11-10","2020","0"
"2530",2020-11-10,3,"MS026","Inactive","11-10","2020","0"
"2531",2020-11-11,3,"MS001","Active","11-11","2020","1"
"2532",2020-11-11,3,"MS002","Inactive","11-11","2020","0"
"2533",2020-11-11,3,"MS004","Active","11-11","2020","1"
"2534",2020-11-11,3,"MS007","Active","11-11","2020","1"
"2535",2020-11-11,3,"MS016","Inactive","11-11","2020","0"
"2536",2020-11-11,3,"MS017","Inactive","11-11","2020","0"
"2537",2020-11-11,3,"MS021","Inactive","11-11","2020","0"
"2538",2020-11-11,3,"MS023","Inactive","11-11","2020","0"
"2539",2020-11-11,3,"MS024","Inactive","11-11","2020","0"
"2540",2020-11-11,3,"MS026","Inactive","11-11","2020","0"
"2541",2020-11-12,3,"MS001","Active","11-12","2020","1"
"2542",2020-11-12,3,"MS002","Inactive","11-12","2020","0"
"2543",2020-11-12,3,"MS004","Active","11-12","2020","1"
"2544",2020-11-12,3,"MS007","Active","11-12","2020","1"
"2545",2020-11-12,3,"MS016","Inactive","11-12","2020","0"
"2546",2020-11-12,3,"MS017","Inactive","11-12","2020","0"
"2547",2020-11-12,3,"MS021","Inactive","11-12","2020","0"
"2548",2020-11-12,3,"MS023","Inactive","11-12","2020","0"
"2549",2020-11-12,3,"MS024","Inactive","11-12","2020","0"
"2550",2020-11-12,3,"MS026","Inactive","11-12","2020","0"
"2551",2020-11-13,3,"MS001","Active","11-13","2020","1"
"2552",2020-11-13,3,"MS002","Inactive","11-13","2020","0"
"2553",2020-11-13,3,"MS004","Active","11-13","2020","1"
"2554",2020-11-13,3,"MS007","Active","11-13","2020","1"
"2555",2020-11-13,3,"MS016","Inactive","11-13","2020","0"
"2556",2020-11-13,3,"MS017","Inactive","11-13","2020","0"
"2557",2020-11-13,3,"MS021","Inactive","11-13","2020","0"
"2558",2020-11-13,3,"MS023","Inactive","11-13","2020","0"
"2559",2020-11-13,3,"MS024","Inactive","11-13","2020","0"
"2560",2020-11-13,3,"MS026","Inactive","11-13","2020","0"
"2561",2020-11-14,2,"MS001","Inactive","11-14","2020","0"
"2562",2020-11-14,2,"MS002","Inactive","11-14","2020","0"
"2563",2020-11-14,2,"MS004","Active","11-14","2020","1"
"2564",2020-11-14,2,"MS007","Active","11-14","2020","1"
"2565",2020-11-14,2,"MS016","Inactive","11-14","2020","0"
"2566",2020-11-14,2,"MS017","Inactive","11-14","2020","0"
"2567",2020-11-14,2,"MS021","Inactive","11-14","2020","0"
"2568",2020-11-14,2,"MS023","Inactive","11-14","2020","0"
"2569",2020-11-14,2,"MS024","Inactive","11-14","2020","0"
"2570",2020-11-14,2,"MS026","Inactive","11-14","2020","0"
"2571",2020-11-15,2,"MS001","Inactive","11-15","2020","0"
"2572",2020-11-15,2,"MS002","Inactive","11-15","2020","0"
"2573",2020-11-15,2,"MS004","Active","11-15","2020","1"
"2574",2020-11-15,2,"MS007","Active","11-15","2020","1"
"2575",2020-11-15,2,"MS016","Inactive","11-15","2020","0"
"2576",2020-11-15,2,"MS017","Inactive","11-15","2020","0"
"2577",2020-11-15,2,"MS021","Inactive","11-15","2020","0"
"2578",2020-11-15,2,"MS023","Inactive","11-15","2020","0"
"2579",2020-11-15,2,"MS024","Inactive","11-15","2020","0"
"2580",2020-11-15,2,"MS026","Inactive","11-15","2020","0"
"2581",2020-11-16,2,"MS001","Inactive","11-16","2020","0"
"2582",2020-11-16,2,"MS002","Inactive","11-16","2020","0"
"2583",2020-11-16,2,"MS004","Active","11-16","2020","1"
"2584",2020-11-16,2,"MS007","Active","11-16","2020","1"
"2585",2020-11-16,2,"MS016","Inactive","11-16","2020","0"
"2586",2020-11-16,2,"MS017","Inactive","11-16","2020","0"
"2587",2020-11-16,2,"MS021","Inactive","11-16","2020","0"
"2588",2020-11-16,2,"MS023","Inactive","11-16","2020","0"
"2589",2020-11-16,2,"MS024","Inactive","11-16","2020","0"
"2590",2020-11-16,2,"MS026","Inactive","11-16","2020","0"
"2591",2020-11-17,2,"MS001","Inactive","11-17","2020","0"
"2592",2020-11-17,2,"MS002","Inactive","11-17","2020","0"
"2593",2020-11-17,2,"MS004","Active","11-17","2020","1"
"2594",2020-11-17,2,"MS007","Active","11-17","2020","1"
"2595",2020-11-17,2,"MS016","Inactive","11-17","2020","0"
"2596",2020-11-17,2,"MS017","Inactive","11-17","2020","0"
"2597",2020-11-17,2,"MS021","Inactive","11-17","2020","0"
"2598",2020-11-17,2,"MS023","Inactive","11-17","2020","0"
"2599",2020-11-17,2,"MS024","Inactive","11-17","2020","0"
"2600",2020-11-17,2,"MS026","Inactive","11-17","2020","0"
"2601",2020-11-18,3,"MS001","Active","11-18","2020","1"
"2602",2020-11-18,3,"MS002","Inactive","11-18","2020","0"
"2603",2020-11-18,3,"MS004","Active","11-18","2020","1"
"2604",2020-11-18,3,"MS007","Active","11-18","2020","1"
"2605",2020-11-18,3,"MS016","Inactive","11-18","2020","0"
"2606",2020-11-18,3,"MS017","Inactive","11-18","2020","0"
"2607",2020-11-18,3,"MS021","Inactive","11-18","2020","0"
"2608",2020-11-18,3,"MS023","Inactive","11-18","2020","0"
"2609",2020-11-18,3,"MS024","Inactive","11-18","2020","0"
"2610",2020-11-18,3,"MS026","Inactive","11-18","2020","0"
"2611",2020-11-19,3,"MS001","Active","11-19","2020","1"
"2612",2020-11-19,3,"MS002","Inactive","11-19","2020","0"
"2613",2020-11-19,3,"MS004","Active","11-19","2020","1"
"2614",2020-11-19,3,"MS007","Active","11-19","2020","1"
"2615",2020-11-19,3,"MS016","Inactive","11-19","2020","0"
"2616",2020-11-19,3,"MS017","Inactive","11-19","2020","0"
"2617",2020-11-19,3,"MS021","Inactive","11-19","2020","0"
"2618",2020-11-19,3,"MS023","Inactive","11-19","2020","0"
"2619",2020-11-19,3,"MS024","Inactive","11-19","2020","0"
"2620",2020-11-19,3,"MS026","Inactive","11-19","2020","0"
"2621",2020-11-20,3,"MS001","Active","11-20","2020","1"
"2622",2020-11-20,3,"MS002","Inactive","11-20","2020","0"
"2623",2020-11-20,3,"MS004","Active","11-20","2020","1"
"2624",2020-11-20,3,"MS007","Active","11-20","2020","1"
"2625",2020-11-20,3,"MS016","Inactive","11-20","2020","0"
"2626",2020-11-20,3,"MS017","Inactive","11-20","2020","0"
"2627",2020-11-20,3,"MS021","Inactive","11-20","2020","0"
"2628",2020-11-20,3,"MS023","Inactive","11-20","2020","0"
"2629",2020-11-20,3,"MS024","Inactive","11-20","2020","0"
"2630",2020-11-20,3,"MS026","Inactive","11-20","2020","0"
"2631",2020-11-21,3,"MS001","Active","11-21","2020","1"
"2632",2020-11-21,3,"MS002","Inactive","11-21","2020","0"
"2633",2020-11-21,3,"MS004","Active","11-21","2020","1"
"2634",2020-11-21,3,"MS007","Active","11-21","2020","1"
"2635",2020-11-21,3,"MS016","Inactive","11-21","2020","0"
"2636",2020-11-21,3,"MS017","Inactive","11-21","2020","0"
"2637",2020-11-21,3,"MS021","Inactive","11-21","2020","0"
"2638",2020-11-21,3,"MS023","Inactive","11-21","2020","0"
"2639",2020-11-21,3,"MS024","Inactive","11-21","2020","0"
"2640",2020-11-21,3,"MS026","Inactive","11-21","2020","0"
"2641",2020-11-22,3,"MS001","Active","11-22","2020","1"
"2642",2020-11-22,3,"MS002","Inactive","11-22","2020","0"
"2643",2020-11-22,3,"MS004","Active","11-22","2020","1"
"2644",2020-11-22,3,"MS007","Active","11-22","2020","1"
"2645",2020-11-22,3,"MS016","Inactive","11-22","2020","0"
"2646",2020-11-22,3,"MS017","Inactive","11-22","2020","0"
"2647",2020-11-22,3,"MS021","Inactive","11-22","2020","0"
"2648",2020-11-22,3,"MS023","Inactive","11-22","2020","0"
"2649",2020-11-22,3,"MS024","Inactive","11-22","2020","0"
"2650",2020-11-22,3,"MS026","Inactive","11-22","2020","0"
"2651",2020-11-23,3,"MS001","Active","11-23","2020","1"
"2652",2020-11-23,3,"MS002","Inactive","11-23","2020","0"
"2653",2020-11-23,3,"MS004","Active","11-23","2020","1"
"2654",2020-11-23,3,"MS007","Active","11-23","2020","1"
"2655",2020-11-23,3,"MS016","Inactive","11-23","2020","0"
"2656",2020-11-23,3,"MS017","Inactive","11-23","2020","0"
"2657",2020-11-23,3,"MS021","Inactive","11-23","2020","0"
"2658",2020-11-23,3,"MS023","Inactive","11-23","2020","0"
"2659",2020-11-23,3,"MS024","Inactive","11-23","2020","0"
"2660",2020-11-23,3,"MS026","Inactive","11-23","2020","0"
"2661",2020-11-24,3,"MS001","Active","11-24","2020","1"
"2662",2020-11-24,3,"MS002","Inactive","11-24","2020","0"
"2663",2020-11-24,3,"MS004","Active","11-24","2020","1"
"2664",2020-11-24,3,"MS007","Active","11-24","2020","1"
"2665",2020-11-24,3,"MS016","Inactive","11-24","2020","0"
"2666",2020-11-24,3,"MS017","Inactive","11-24","2020","0"
"2667",2020-11-24,3,"MS021","Inactive","11-24","2020","0"
"2668",2020-11-24,3,"MS023","Inactive","11-24","2020","0"
"2669",2020-11-24,3,"MS024","Inactive","11-24","2020","0"
"2670",2020-11-24,3,"MS026","Inactive","11-24","2020","0"
"2671",2020-11-25,3,"MS001","Active","11-25","2020","1"
"2672",2020-11-25,3,"MS002","Inactive","11-25","2020","0"
"2673",2020-11-25,3,"MS004","Active","11-25","2020","1"
"2674",2020-11-25,3,"MS007","Active","11-25","2020","1"
"2675",2020-11-25,3,"MS016","Inactive","11-25","2020","0"
"2676",2020-11-25,3,"MS017","Inactive","11-25","2020","0"
"2677",2020-11-25,3,"MS021","Inactive","11-25","2020","0"
"2678",2020-11-25,3,"MS023","Inactive","11-25","2020","0"
"2679",2020-11-25,3,"MS024","Inactive","11-25","2020","0"
"2680",2020-11-25,3,"MS026","Inactive","11-25","2020","0"
"2681",2020-11-26,3,"MS001","Active","11-26","2020","1"
"2682",2020-11-26,3,"MS002","Inactive","11-26","2020","0"
"2683",2020-11-26,3,"MS004","Active","11-26","2020","1"
"2684",2020-11-26,3,"MS007","Active","11-26","2020","1"
"2685",2020-11-26,3,"MS016","Inactive","11-26","2020","0"
"2686",2020-11-26,3,"MS017","Inactive","11-26","2020","0"
"2687",2020-11-26,3,"MS021","Inactive","11-26","2020","0"
"2688",2020-11-26,3,"MS023","Inactive","11-26","2020","0"
"2689",2020-11-26,3,"MS024","Inactive","11-26","2020","0"
"2690",2020-11-26,3,"MS026","Inactive","11-26","2020","0"
"2691",2020-11-27,3,"MS001","Active","11-27","2020","1"
"2692",2020-11-27,3,"MS002","Inactive","11-27","2020","0"
"2693",2020-11-27,3,"MS004","Active","11-27","2020","1"
"2694",2020-11-27,3,"MS007","Active","11-27","2020","1"
"2695",2020-11-27,3,"MS016","Inactive","11-27","2020","0"
"2696",2020-11-27,3,"MS017","Inactive","11-27","2020","0"
"2697",2020-11-27,3,"MS021","Inactive","11-27","2020","0"
"2698",2020-11-27,3,"MS023","Inactive","11-27","2020","0"
"2699",2020-11-27,3,"MS024","Inactive","11-27","2020","0"
"2700",2020-11-27,3,"MS026","Inactive","11-27","2020","0"
"2701",2020-11-28,3,"MS001","Active","11-28","2020","1"
"2702",2020-11-28,3,"MS002","Inactive","11-28","2020","0"
"2703",2020-11-28,3,"MS004","Active","11-28","2020","1"
"2704",2020-11-28,3,"MS007","Active","11-28","2020","1"
"2705",2020-11-28,3,"MS016","Inactive","11-28","2020","0"
"2706",2020-11-28,3,"MS017","Inactive","11-28","2020","0"
"2707",2020-11-28,3,"MS021","Inactive","11-28","2020","0"
"2708",2020-11-28,3,"MS023","Inactive","11-28","2020","0"
"2709",2020-11-28,3,"MS024","Inactive","11-28","2020","0"
"2710",2020-11-28,3,"MS026","Inactive","11-28","2020","0"
"2711",2020-11-29,3,"MS001","Active","11-29","2020","1"
"2712",2020-11-29,3,"MS002","Inactive","11-29","2020","0"
"2713",2020-11-29,3,"MS004","Active","11-29","2020","1"
"2714",2020-11-29,3,"MS007","Active","11-29","2020","1"
"2715",2020-11-29,3,"MS016","Inactive","11-29","2020","0"
"2716",2020-11-29,3,"MS017","Inactive","11-29","2020","0"
"2717",2020-11-29,3,"MS021","Inactive","11-29","2020","0"
"2718",2020-11-29,3,"MS023","Inactive","11-29","2020","0"
"2719",2020-11-29,3,"MS024","Inactive","11-29","2020","0"
"2720",2020-11-29,3,"MS026","Inactive","11-29","2020","0"
"2721",2020-11-30,3,"MS001","Active","11-30","2020","1"
"2722",2020-11-30,3,"MS002","Inactive","11-30","2020","0"
"2723",2020-11-30,3,"MS004","Active","11-30","2020","1"
"2724",2020-11-30,3,"MS007","Active","11-30","2020","1"
"2725",2020-11-30,3,"MS016","Inactive","11-30","2020","0"
"2726",2020-11-30,3,"MS017","Inactive","11-30","2020","0"
"2727",2020-11-30,3,"MS021","Inactive","11-30","2020","0"
"2728",2020-11-30,3,"MS023","Inactive","11-30","2020","0"
"2729",2020-11-30,3,"MS024","Inactive","11-30","2020","0"
"2730",2020-11-30,3,"MS026","Inactive","11-30","2020","0"
"2731",2020-12-01,3,"MS001","Active","12-01","2020","1"
"2732",2020-12-01,3,"MS002","Inactive","12-01","2020","0"
"2733",2020-12-01,3,"MS004","Active","12-01","2020","1"
"2734",2020-12-01,3,"MS007","Active","12-01","2020","1"
"2735",2020-12-01,3,"MS016","Inactive","12-01","2020","0"
"2736",2020-12-01,3,"MS017","Inactive","12-01","2020","0"
"2737",2020-12-01,3,"MS021","Inactive","12-01","2020","0"
"2738",2020-12-01,3,"MS023","Inactive","12-01","2020","0"
"2739",2020-12-01,3,"MS024","Inactive","12-01","2020","0"
"2740",2020-12-01,3,"MS026","Inactive","12-01","2020","0"
"2741",2020-12-02,3,"MS001","Active","12-02","2020","1"
"2742",2020-12-02,3,"MS002","Inactive","12-02","2020","0"
"2743",2020-12-02,3,"MS004","Active","12-02","2020","1"
"2744",2020-12-02,3,"MS007","Active","12-02","2020","1"
"2745",2020-12-02,3,"MS016","Inactive","12-02","2020","0"
"2746",2020-12-02,3,"MS017","Inactive","12-02","2020","0"
"2747",2020-12-02,3,"MS021","Inactive","12-02","2020","0"
"2748",2020-12-02,3,"MS023","Inactive","12-02","2020","0"
"2749",2020-12-02,3,"MS024","Inactive","12-02","2020","0"
"2750",2020-12-02,3,"MS026","Inactive","12-02","2020","0"
"2751",2020-12-03,3,"MS001","Active","12-03","2020","1"
"2752",2020-12-03,3,"MS002","Inactive","12-03","2020","0"
"2753",2020-12-03,3,"MS004","Active","12-03","2020","1"
"2754",2020-12-03,3,"MS007","Active","12-03","2020","1"
"2755",2020-12-03,3,"MS016","Inactive","12-03","2020","0"
"2756",2020-12-03,3,"MS017","Inactive","12-03","2020","0"
"2757",2020-12-03,3,"MS021","Inactive","12-03","2020","0"
"2758",2020-12-03,3,"MS023","Inactive","12-03","2020","0"
"2759",2020-12-03,3,"MS024","Inactive","12-03","2020","0"
"2760",2020-12-03,3,"MS026","Inactive","12-03","2020","0"
"2761",2020-12-04,3,"MS001","Active","12-04","2020","1"
"2762",2020-12-04,3,"MS002","Inactive","12-04","2020","0"
"2763",2020-12-04,3,"MS004","Active","12-04","2020","1"
"2764",2020-12-04,3,"MS007","Active","12-04","2020","1"
"2765",2020-12-04,3,"MS016","Inactive","12-04","2020","0"
